Front,Back,Audio,rank,noteId,tags
พาน,encounter; meet,[sound:google-a2cbdd25-55f1c126-3c332153-769d8bf3-dbc41516.mp3],3103,1399818771074,
เต่า,turtle,[sound:google-feea29d8-aafa2427-70835359-4283a847-1bcf4eab.mp3],3104,1399818771075,
เบื่อหน่าย,monotonously,[sound:google-c8092b38-1eb36fb5-c550aa8b-1e03c2f8-fd0e4064.mp3],3105,1399818771076,
เพาะปลูก,cultivate; plant,[sound:google-661fc608-f285c6c1-59bc9526-633d7e0a-e0a596c2.mp3],3106,1399818771077,
เลือน,fade; become dim,[sound:google-e5e27971-ca2ce347-803a85eb-28716e2e-bdf2becf.mp3],3107,1399818771078,
ผลสำเร็จ,success; accomplishment,[sound:google-6e8c1be5-afdb00b9-bd3bfa06-7b0719bd-7c7d8f9a.mp3],3108,1399818771079,
ปัด,push away; sweep off,[sound:google-92c84b70-56dd3edd-8d39b056-68d017c1-23b0eaab.mp3],3109,1399818771080,
เกรงใจ,have consideration for,[sound:google-90334273-30777b50-cb438724-a766f4f9-398eeae1.mp3],3110,1399818771081,
เปียก,wet; soaked,[sound:google-720995c7-2d767de5-9743f667-d7862883-b28b9f6e.mp3],3111,1399818771082,
ชีวภาพ,biological,[sound:google-8c9e8c27-37b92233-306e7b78-360411eb-f20011dc.mp3],3112,1399818771083,
คุณครู,teacher,[sound:google-217c843a-71e567de-3e4c750c-2decff4e-88fe9601.mp3],3113,1399818771084,
ขั้นพื้นฐาน,foundation; basis,[sound:google-6ab10b48-75883ef1-b7b7c3ed-c0f3a3c0-16cbbd20.mp3],3114,1399818771085,
ธนู,bow and arrow; zodiac sign (arrow),[sound:google-e98f1bbc-ff42d752-31c31442-61594faa-b8b0062f.mp3],3115,1399818771086,
ร้าง,abondoned,[sound:google-643c1d49-f9934c65-8d8a303a-522e4eef-165ead73.mp3],3116,1399818771087,
ลอบ,stealthily,[sound:google-5f1ae328-1bd97575-c32c3ff2-f8948dd3-1637c70c.mp3],3117,1399818771088,
ชะลอ,slow down; postpone,[sound:google-cc85550b-ab1feca7-5400b188-562b3f46-3c9a8a4c.mp3],3118,1399818771089,
ว่างเปล่า,empty,[sound:google-9799635e-ca3707e5-1a40d424-fd6fd100-92e54d8b.mp3],3119,1399818771090,
นายทุน,capitalist,[sound:google-99d00231-717b4e8c-518e8928-030d8b8d-23490cda.mp3],3120,1399818771091,
ปีน,climb,[sound:google-c5c976ef-a5051187-fee41f33-b2490081-3155eb39.mp3],3121,1399818771092,
ชดเชย,compensate,[sound:google-0ad28710-ee294721-34e79419-32b71dc6-3ffaeb54.mp3],3122,1399818771093,
แท็กซี่,taxi,[sound:google-dde763c4-4f5b2037-daa26b29-c307f94e-3cbc8995.mp3],3123,1399818771094,
เสร็จสิ้น,finish; end; come to an end,[sound:google-1ba28e69-2c568a0f-9dd3816c-94e1c055-ec642b14.mp3],3124,1399818771095,
กบ,frog,[sound:google-e8edd6e2-46428173-76e6c3a3-a6ff1cdd-e813463d.mp3],3125,1399818771096,
ส่งเสียง,cry out; roar,[sound:google-f71a4f76-5c0a881b-35f25908-9c390334-64e04885.mp3],3126,1399818771097,
ปลดปล่อย,free; release; liberate,[sound:google-17166074-988138a4-0e08d977-279d9af4-054d80ec.mp3],3127,1399818771098,
พี่เลี้ยง,nanny; babysitter,[sound:google-6a2c436e-d8783c94-803429c9-f62c5527-6ebbd9a6.mp3],3128,1399818771099,
ได้เสีย,gain and loss,[sound:google-bde8a990-02d2c06d-ea0fc73a-90381e89-d2701e2d.mp3],3129,1399818771100,
อนุกรรมการ,subcommittee,[sound:google-e666a337-c193222e-f2225851-b0006625-e5097d4f.mp3],3130,1399818771101,
หล่น,drop; fall,[sound:google-17151fe0-c5b7cdac-487bb30f-1c7a0868-8c799fd0.mp3],3131,1399818771102,
ปลูกฝัง,foster; educate; marry off,[sound:google-53450205-3cfe26e8-8a79bdef-1fbedc7b-5018e7e8.mp3],3132,1399818771103,
ข้อสรุป,conclusion,[sound:google-4d84ed13-77a79597-23f4d7c3-40b3b684-5c18d82e.mp3],3133,1399818771104,
ซื่อ,faithfully; honest,[sound:google-7c07e7dd-7d540ef9-df7698d4-80ab8c83-64d27311.mp3],3134,1399818771105,
แผง,stall,[sound:google-53d45a32-935f5ced-a9703e14-80cddc16-8e467446.mp3],3135,1399818771106,
คลี่คลาย,improve; solve (a case),[sound:google-93fbbb5a-4dcabdfa-80219ede-3442adbf-3a13ed8b.mp3],3136,1399818771107,
เท่านี้,just this; as much as this,[sound:google-c88a695e-00816114-cfece18d-91de8e3d-412933ec.mp3],3137,1399818771108,
รม,smoke,[sound:google-011419b1-476af1c0-88a6f746-2a5c919e-7107aead.mp3],3138,1399818771109,
ธรรมะ,Dharma; code of morals,[sound:google-4cf1b566-3588e920-1cde69dc-dce19d70-2b9816ac.mp3],3139,1399818771110,
ซ้อม,rehearse; train,[sound:google-7ca185c5-86ed1c52-fd2b50c6-a08ceefb-27935278.mp3],3140,1399818771111,
ความยุติธรรม,justice,[sound:google-b2447963-00c017ed-534485d3-2e89d329-a8d5543d.mp3],3141,1399818771112,
ปีใหม่,new year,[sound:google-c50f39ba-c37117b3-cacecdd8-f755c914-9044a69a.mp3],3142,1399818771113,
ชิม,to taste,[sound:google-37641414-f6867765-9241d756-39456a77-eb99a3f4.mp3],3143,1399818771114,
เลีย,lick,[sound:google-5fdb335c-b7cc24f2-49b83d5f-9bd653c8-2a2c8eb8.mp3],3144,1399818771115,
ต่างด้าว,alien; foreign,[sound:google-db0e29d5-a13e8f3e-9e8d6da7-bf00f2d3-76821aa2.mp3],3145,1399818771116,
ดวงดาว,stars,[sound:google-3ee8d8b3-394dc190-731bce41-e89d78cf-26323131.mp3],3146,1399818771117,
ห้วย,creek; stream,[sound:google-47da982b-815aa1bb-ff2ee78b-24bd1c31-68929966.mp3],3147,1399818771118,
อัยการ,prosecutor,[sound:google-28473e8b-6f3716c8-1b0c8625-e6e2df87-b49adbb4.mp3],3148,1399818771119,
อ้าย,eldest brother; first,[sound:google-2f3e5e08-6a4403fa-97719358-d072a888-a228a627.mp3],3149,1399818771120,
ธานี,city; town,[sound:google-f4bdca5c-5f345eda-82516b8c-053ef319-5d1c6cee.mp3],3150,1399818771121,
หั่น,cut; slice,[sound:google-980ce23d-bb466f88-c6822f98-0deb5b4c-4254ca3a.mp3],3151,1399818771122,
คำปรึกษา,suggestion; mark,[sound:google-1687a66a-63b01409-6f282931-2164861d-89461009.mp3],3152,1399818771123,
ตะวัน,sun,[sound:google-ea63e597-d274f58d-97280d21-74ccb369-cae561d0.mp3],3153,1399818771124,
รุม,crowd around; encircle,[sound:google-943c0b24-4ed606fa-5586a490-6cef3079-81762f90.mp3],3154,1399818771125,
คุ้น,familiar; intimate,[sound:google-a82ecd1a-e88567f6-eb3f981d-9b3c16d5-0d5997df.mp3],3155,1399818771126,
บรรณาธิการ,editor,[sound:google-21806a2d-622c4496-42d48595-f082d1d3-d3b97607.mp3],3156,1399818771127,
มะเร็ง,cancer,[sound:google-09496b87-8a474ff4-df9df723-ba8832be-985877ac.mp3],3157,1399818771128,
คัมภีร์,holy book,[sound:google-3dd1e916-1fe0469e-791c0481-61611870-d0b572c4.mp3],3158,1399818771129,
รก,messy; cluttered,[sound:google-ecadd131-22eb29c3-fbe0ba41-f76b3972-7aef9883.mp3],3159,1399818771130,
ของเล่น,toy,[sound:google-f0aeb93b-68498fdb-63803246-05b1723e-2aad8196.mp3],3160,1399818771131,
เทศกาล,festival; feast,[sound:google-37403f3a-72d684ff-2feae0a7-f9753c19-b384a0cd.mp3],3161,1399818771132,
หยด,drop,[sound:google-3606304a-e0b7ee35-4a57f8b6-257bc4f4-3c751f0e.mp3],3162,1399818771133,
ตัวเดียว,itself; one,[sound:google-3cb44092-4f1667b4-abd91787-f8deff6d-c4b98934.mp3],3163,1399818771134,
เปรียบเสมือน,liken; be compared as,[sound:google-ca06df59-b2035661-cd675698-037dc7e9-d38545ec.mp3],3164,1399818771135,
หลาก,flood,[sound:google-f05a50ad-31976556-bca47cea-830c4885-2f680e23.mp3],3165,1399818771136,
ศุกร์,friday,[sound:google-2a73d623-77c38326-62c6017e-623df131-c637ce47.mp3],3166,1399818771137,
แอร์,air conditioner,[sound:google-eff10c17-da2b27a2-6e67b805-a1a3529c-94bf22e8.mp3],3167,1399818771138,
ลงนาม,sign; autograph,[sound:google-b687cec0-9415421a-289eed3b-7da59f2a-0f4fc435.mp3],3168,1399818771139,
เช็ด,wipe; rub,[sound:google-c88caf17-1d6ff0ec-bc3a7d0a-50b8e529-fd96ddf1.mp3],3169,1399818771140,
ข้างหลัง,behind; back,[sound:google-8d04139f-6375be86-4fb3cfe7-bcbe5c85-cb1ce68b.mp3],3170,1399818771141,
สุพรรณ,gold,[sound:google-a39db58d-c0cd0f54-06471a33-d8610045-c60d31c0.mp3],3171,1399818771142,
ฟอร์ม,form,[sound:google-e5b61afd-d193bb01-6f037e27-9c8ef47b-5a5ea64a.mp3],3172,1399818771143,
วิถีทาง,way; means; method,[sound:google-d57931dd-648b17cf-c0caf653-543e2a90-5f2d7f50.mp3],3173,1399818771144,
เหม็น,smell; stink,[sound:google-d0e6b8dd-d080850e-7d68b39c-35ff414d-64e880a2.mp3],3174,1399818771145,
คณะกรรมาธิการ,commission,[sound:google-b446dd93-5ea0d098-a361e812-24aa3c05-0aab3001.mp3],3175,1399818771146,
ฝ่ายค้าน,opposition,[sound:google-b98a706d-2f35ce79-fe43f0b8-b60fd604-7235e4f9.mp3],3176,1399818771147,
ว่าย,swim,[sound:google-f2ca51ce-0ad2cf06-9efbaf30-bd57d6f2-99e855e9.mp3],3177,1399818771148,
มาลัย,garland,[sound:google-94cf75af-6e135a4b-186c721c-11da30d2-24482507.mp3],3178,1399818771149,
ลื่น,slip; slide,[sound:google-2ab28491-90f9112f-23b3bfc2-9da145c1-2fddc0ea.mp3],3179,1399818771150,
ดึก,late,[sound:google-feb49691-e839fb41-8294af88-0e8f1f2f-f135c575.mp3],3180,1399818771151,
รหัส,code,[sound:google-9536a4db-77148577-ae2a17a4-20fc0d98-09a25cce.mp3],3181,1399818771152,
สารคดี,documentary,[sound:google-8f7f9dd4-0d1f7bec-bdb7a2ea-c6ee1a17-7c231e71.mp3],3182,1399818771153,
เรือง,shining; glowing,[sound:google-891c77d2-8f984c76-49b1e286-3c3b828e-0a1806ad.mp3],3183,1399818771154,
พรม,sprinkle; spray,[sound:google-0d6edd09-141b362f-4e9a3a6d-bbdabeed-779c9f70.mp3],3184,1399818771155,
ตีน,foot,[sound:google-92bc7609-96cb4528-e148f3d9-5ff5b933-12a14de3.mp3],3185,1399818771156,
สิ้นเชิง,completely; thoroughly,[sound:google-b9edb506-2f3c6334-a681be2d-37ad114d-1e2e1ae0.mp3],3186,1399818771157,
เอ่อ,well up; rise up,[sound:google-4d23a963-ad0ce6f2-30b4fcc0-b86e2275-2fb596af.mp3],3187,1399818771158,
ทรัพยากรธรรมชาติ,natural resources,[sound:google-d855c086-ee0839a7-7b923bd8-8f2172ec-a70cecd5.mp3],3188,1399818771159,
คล้ายคลึง,resemble; alike; look alike,[sound:google-74a84392-fb14afb6-1a1fbc8b-abb3a96b-d4e7b7e1.mp3],3189,1399818771160,
หมั้น,engaged,[sound:google-0c36e86d-7abaf70d-68b04f6c-c69b9f45-4ec2a3f6.mp3],3190,1399818771161,
พลเรือน,civilian,[sound:google-1a120353-33e88606-b18706c0-c2a84e6b-1197bd64.mp3],3191,1399818771162,
หลีก,make way for; make room for,[sound:google-2366bf16-109b80d2-20a93ba1-864e74bc-d31fc862.mp3],3192,1399818771163,
โจทย์,problem; question (math),[sound:google-b93f5866-8f730cfe-0e26737e-77e5d391-df45f1e5.mp3],3193,1399818771164,
อ้างอิง,refer; cite; quote,[sound:google-abab6567-12fc4dca-410a113c-41e95b1a-f2363ebc.mp3],3194,1399818771165,
มอ,gray; somber,[sound:google-0b62bef2-037a822d-aa845c80-3f55cd66-841a3db1.mp3],3195,1399818771166,
ยกมือ,agree; accept; raise hand,[sound:google-a0c46030-9bd8ecf0-79531905-50a06111-b8330819.mp3],3196,1399818771167,
หนาแน่น,dense; crowded,[sound:google-e631607a-3407cab2-f506946e-62f2b2fa-7cab8402.mp3],3197,1399818771168,
เป็นต้นไป,onwards; from now on,[sound:google-5156243a-381f9c02-ac7c4817-4db92547-c29614cd.mp3],3198,1399818771169,
ล่อ,mule; deceive; smash,[sound:google-2caa8860-d4ac174c-92f30c6d-2c0a5cf7-0fd5ce17.mp3],3199,1399818771170,
หนี้สิน,debt,[sound:google-34928ca0-2ec1c82f-63d5f041-7e12ae00-0a69a693.mp3],3200,1399818771171,
เหงื่อ,sweat,[sound:google-a7bd461d-359064f0-5028226d-85989472-28642b42.mp3],3201,1399818771172,
จุดประสงค์,aim; purpose,[sound:google-b312a061-8731ad2f-add374b3-ccfedd67-b6114cc2.mp3],3202,1399818771173,
ความพร้อม,preparedness; readiness,[sound:google-380cfaa0-29fda9a0-c03da5db-15f369c4-7c37c7f1.mp3],3203,1399818771174,
เวช,physician; doctor,[sound:google-ce4d99bd-a71e1959-84867887-179cbd9b-bc4c4ece.mp3],3204,1399818771175,
แปรรูป,transform; process,[sound:google-636b16d5-d36d4862-1b162c9e-b863906c-256ef14f.mp3],3205,1399818771176,
ไม่แพ้,not lose; not inferior,[sound:google-dc73dfbf-706d1208-2b2bd156-21290e45-85b70c76.mp3],3206,1399818771177,
เดือด,boil; foam,[sound:google-f33d912e-b478514d-047b8542-e3b8af1a-b35e4511.mp3],3207,1399818771178,
คร่าว,roughly,[sound:google-46461602-a6048b26-542d279c-32a57d3f-bc09d442.mp3],3208,1399818771179,
แวว,sing; indication; glittering; bright,[sound:google-ed82a6a0-fb22dcd0-91eb4f7a-11d72d41-3b93d31e.mp3],3209,1399818771180,
ยาน,vehicle; sag,[sound:google-1d20db07-86f43bf2-bd6c2dff-e1b5dbf0-df01bd95.mp3],3210,1399818771181,
สารภาพ,confess,[sound:google-72a493c2-6ceb45db-dbb3ec9c-e4969f8a-50b8fcc8.mp3],3211,1399818771182,
หันหน้า,turn to face,[sound:google-ce9aedce-76b6cf7a-0fa28bae-9474edeb-6aab6786.mp3],3212,1399818771183,
แบบอย่าง,model; pattern,[sound:google-52d03f1b-c98fbf62-a09d761f-e5835e0f-46873797.mp3],3213,1399818771184,
หลอกลวง,deceive; trick; fool,[sound:google-0d75f6b2-8b00ca2a-09dbd04a-9ce632a5-09baab3a.mp3],3214,1399818771185,
เท็จ,false,[sound:google-8f9a8ed9-b74707c0-33b2d47a-c9332a00-b27557c3.mp3],3215,1399818771186,
ผ่านพ้น,pass by; og over,[sound:google-91fcde80-411845b9-ac986a98-7a88a38a-dc7b8347.mp3],3216,1399818771187,
ศาลฎีกา,Supreme Court,[sound:google-d6542415-07db5cd0-3cab2f30-4fc24d45-4db8b607.mp3],3217,1399818771188,
โค่น,be overthrown; fall,[sound:google-1b205e24-c0823392-fe1ce116-8ab2b716-cd51b833.mp3],3218,1399818771189,
ควง,date; swing; sway,[sound:google-cb911308-ea957b59-b6cdd736-0620e22c-9c6cadae.mp3],3219,1399818771190,
โซ่,chain,[sound:google-66cf59b1-c8bd0f5c-a9205251-c98410c1-48d14b62.mp3],3220,1399818771191,
โสด,single; unmarried,[sound:google-ffed3cc9-adb99b80-a2b5b2e5-1221d07c-f26c6a23.mp3],3221,1399818771192,
อาสาสมัคร,volunteer,[sound:google-2380a035-add7c3f8-63d33990-10e3d73e-4fcb55d8.mp3],3222,1399818771193,
ข้อมือ,wrist,[sound:google-efeea793-6fa278c1-5fbe2d0b-35918c99-f386fdad.mp3],3223,1399818771194,
ครู่,moment,[sound:google-ea41e318-d2eea4b6-f58a4a97-91300ec9-63e2679e.mp3],3224,1399818771195,
วิจิตร,fine; exquisite,[sound:google-a6d46522-a2e76c3c-850e0dfc-d6b0a56e-3fee43e3.mp3],3225,1399818771196,
ประกันภัย,insurance,[sound:google-4075b075-f56113d5-6fc97b07-384e2c7b-51c80ec6.mp3],3226,1399818771197,
เรื่องสั้น,short story,[sound:google-12436770-ecd27daa-9f593817-41ee251d-25960423.mp3],3227,1399818771198,
ต้นเหตุ,cause; origin,[sound:google-d8c378ed-3c5a2e46-e0743432-3e86323d-05a842eb.mp3],3228,1399818771199,
ฟังดู,seems like; appear,[sound:google-ec0d0f7b-ef917693-bdac186e-48a536f3-6581a3e9.mp3],3229,1399818771200,
พันธมิตร,alliance; ally,[sound:google-6f7b0ebc-17ff6ed8-a69c276e-dcf51a5a-5c352d4f.mp3],3230,1399818771201,
ทีมงาน,team,[sound:google-2053fb0f-199a45ee-646a3017-592b5798-a90f8181.mp3],3231,1399818771202,
ตรึง,fix; bind,[sound:google-9744a8e1-eaa81a14-acf20185-35e1d50e-6c216da5.mp3],3232,1399818771203,
คู่กรณี,litigant; disputant; contenstant,[sound:google-1414f7a5-19edadf2-0863b030-0f5f6953-8398b19f.mp3],3233,1399818771204,
เครื่องจักร,engine; machine,[sound:google-37a1bde0-29ab4e4c-9539bac8-d5166e3e-2345f9d4.mp3],3234,1399818771205,
พายุ,storm,[sound:google-8c4781dd-ef575879-2d3f087e-5e25921e-165d4993.mp3],3235,1399818771206,
เน็ต,net,[sound:google-7da6a286-de61f3a5-f91a4efd-98eb7509-7c7dc764.mp3],3236,1399818771207,
นิดเดียว,a little,[sound:google-4236583c-373905c6-1ab82526-4ca1f171-460830bc.mp3],3237,1399818771208,
ค่อน,complain; incline; tend,[sound:google-f3b729f4-3ce4c931-69d107cf-b3175ff5-702e1c0e.mp3],3238,1399818771209,
ล่อง,float; wander; drift,[sound:google-06ff294b-daab8134-797e5271-681f00d9-d6810e77.mp3],3239,1399818771210,
เคาะ,rap; knock,[sound:google-fdc9e8ae-f69fe510-82135e68-78de19e7-ec869696.mp3],3240,1399818771211,
ตุ,stinky,[sound:google-90c4f674-4f607ff3-38589efd-fcd7af6f-12ae4de5.mp3],3241,1399818771212,
งอ,bend,[sound:google-b9938def-bc97d4b3-91ec587f-bf71d9ed-dc68a759.mp3],3242,1399818771213,
มหาราช,the Great,[sound:google-92ac52df-247ad513-2d1256f4-abb56f65-f97c00d8.mp3],3243,1399818771214,
ริเริ่ม,initiate; start; launch,[sound:google-e1efd9de-2e847a32-03011922-bd1b6b04-41c2bcc6.mp3],3244,1399818771215,
กริยา,verb,[sound:google-892ea0d9-f264568e-680fe7dc-2aff5944-746332df.mp3],3245,1399818771216,
สุนทร,sweet; pleasant,[sound:google-4d9f74ec-1807dbb8-d5038f12-93452e95-66a540dd.mp3],3246,1399818771217,
แต่เดิม,at first; formerly,[sound:google-54657d78-ad9d6634-96adc18c-8f01a79a-92358ab1.mp3],3247,1399818771218,
เว็บ,web,[sound:google-a2be09a2-87e89df6-2452d925-1ad7b117-e40db5b3.mp3],3248,1399818771219,
กู้ยืม,borrow,[sound:google-508600b3-608ac5ac-c66b8937-160cbae0-9d93ec66.mp3],3249,1399818771220,
ดอย,mountain,[sound:google-e0652cfe-8a478121-3115d51b-3d5fcfd3-3fa04a10.mp3],3250,1399818771221,
ศุลกากร,Customs,[sound:google-7610cdf9-f9b768a2-32c1db2c-002c7582-455e800e.mp3],3251,1399818771222,
ดาวเทียม,satellite,[sound:google-b218d8bc-d8b4fb71-cc8a6e77-29dbbb11-f9e8c992.mp3],3252,1399818771223,
นุ่ง,wear,[sound:google-ff36a872-86424722-c7f1e2aa-970738b1-ca30ecad.mp3],3253,1399818771224,
หุง,cook; prepare,[sound:google-ce0e46bb-3a6cabf0-abf7d55e-9d512448-84ec6207.mp3],3254,1399818771225,
เข้าข้าง,take side with,[sound:google-6c003693-660203ef-8dd5334c-bbb209fa-61aeea68.mp3],3255,1399818771226,
ริมฝีปาก,lip,[sound:google-de086b0f-e03ac326-04c3361e-8edc8ca0-108f7602.mp3],3256,1399818771227,
เชื้อชาติ,race,[sound:google-23b9dcb2-fd010a6a-c3dd5043-98e961d6-4208d9e9.mp3],3257,1399818771228,
คำขอ,request; appeal; demand,[sound:google-01695059-91333b49-374b1c04-fb642a5f-e2359a50.mp3],3258,1399818771229,
พระพุทธรูป,buddha statue,[sound:google-4edb3bbb-bfb6d103-a602527d-d5132aca-e7f88e74.mp3],3259,1399818771230,
โคน,base,[sound:google-345d2c40-5b5e615f-4531bfa2-c9c316f8-24f4f269.mp3],3260,1399818771231,
ร่อง,corner; niche,[sound:google-cb87836a-b159177e-2418ffd9-4c2270da-fcf93923.mp3],3261,1399818771232,
ปกคลุม,cover; spread over,[sound:google-67c44b11-e0a59f6e-65f4f993-540a89aa-4796a32e.mp3],3262,1399818771233,
ปิ้ง,toast; bake,[sound:google-59044856-257c538b-32150582-9383ef00-709ac772.mp3],3263,1399818771234,
บำเพ็ญ,practice; behave,[sound:google-cb6b65d7-5341dd26-a9161677-92a445d3-ba04cfab.mp3],3264,1399818771235,
ถ่ายภาพ,take photograph,[sound:google-0fbe253d-3e781f54-701e7999-358cc39a-75257462.mp3],3265,1399818771236,
เล็บ,nail,[sound:google-db8976cd-57e12810-f0f7a150-d6f016ac-ac251cf4.mp3],3266,1399818771237,
ครอบงำ,dominate; overpower,[sound:google-151c0101-9bb5b437-2a338de8-8a16db1b-63fbaa9b.mp3],3267,1399818771238,
ชื่นชอบ,like; admire,[sound:google-158595c0-d1aff333-abccceea-8e368e45-37a1c7de.mp3],3268,1399818771239,
ได้เปรียบ,have an advantage,[sound:google-6f9c59c6-5125b64a-bd0b6c21-48b843bf-8b8e7898.mp3],3269,1399818771240,
อารยธรรม,civilization,[sound:google-11eac29b-334d3bd0-a8badd9e-ee329b7b-9e63a725.mp3],3270,1399818771241,
แสงแดด,sunlight,[sound:google-8c80d33a-b6bdbbbf-2edeb304-796bc4ae-1cf2d9c0.mp3],3271,1399818771242,
กระสุน,bullet,[sound:google-c54480f9-f9768afd-934bcaac-78a09f54-f8a3d0c4.mp3],3272,1399818771243,
รักษ์,protect; guard; defend,[sound:google-d752e94e-043eea67-288888c9-889dd28e-0cdc59cf.mp3],3273,1399818771244,
โคม,light; lamp,[sound:google-887ef900-427030ad-dacce52f-68e03461-22ffff2b.mp3],3274,1399818771245,
ชะตา,destiny; fortune,[sound:google-738f417e-f675ae9e-757b3b9d-f90b05f5-a9bdb543.mp3],3275,1399818771246,
อากร,revenue; rate; tax,[sound:google-48e2e1cf-d4d4e85c-d58149aa-26c9219b-7a8e39fe.mp3],3276,1399818771247,
แตง,melon,[sound:google-aa2b92a8-0883ef5f-916afd8d-f6da3f7f-bef59080.mp3],3277,1399818771248,
งด,stop; halt,[sound:google-1f3714cd-f800980e-8b6e1059-5c3a4f64-01824c8e.mp3],3278,1399818771249,
แบ่งแยก,be divided; split; seperate,[sound:google-b061af83-cbe71696-23341c53-96409144-f857b25e.mp3],3279,1399818771250,
ทอดพระเนตร,to look (royal),[sound:google-adf4d73b-e1a7a102-0a178797-0543b3cf-feed1f12.mp3],3280,1399818771251,
เฉลิม,eulogize; glorify,[sound:google-0a2ffc36-6cf78a45-3249b319-16784b97-abe53a00.mp3],3281,1399818771252,
เปรี้ยว,sour; sexy,[sound:google-f3583262-9e026bce-d9da6e70-c012c651-1e24e12b.mp3],3282,1399818771253,
หวง,jealous of,[sound:google-09fe4efa-ba84f485-06ff7b6d-e4a6bcdb-6f4e3f43.mp3],3283,1399818771254,
หนักหนา,grave; be critical,[sound:google-7a34ab44-f46f9dcb-310c9f2a-554f9e80-244ed7db.mp3],3284,1399818771255,
นักกีฬา,athlete,[sound:google-bf1fa6b6-bcd75c0a-6493b7c2-d15403c5-481fb20f.mp3],3285,1399818771256,
สังคมนิยม,socialism,[sound:google-29975981-2c6229f7-4494fcc9-98b6bc1a-98771e54.mp3],3286,1399818771257,
ก่อการ,start; launch,[sound:google-66cbb047-16b4184f-aa8e959f-6981d53f-684041b1.mp3],3287,1399818771258,
บ้านพัก,residence,[sound:google-79e5beaa-c31562e5-e1f84556-ab189c1a-efd5a2d5.mp3],3288,1399818771259,
เซนติเมตร,cm,[sound:google-74f3d1a0-a100d575-b65afedb-d84d363d-2c6f5753.mp3],3289,1399818771260,
มาน,edema; ego; counting,[sound:google-c9eb1b2f-ba738fc5-c1f86180-40077fae-b944ce1a.mp3],3290,1399818771261,
วิตกกังวล,worry; anxious,[sound:google-2f4a23d2-b3a72315-239499b7-7226176f-755d96ea.mp3],3291,1399818771262,
มด,ant,[sound:google-f1f42d84-3a1e68dd-a9b8e204-6a6080f5-251bdf11.mp3],3292,1399818771263,
อิฐ,brick,[sound:google-52b393a3-98eccdf0-960e4c1b-cfe12e8a-72cd42cc.mp3],3293,1399818771264,
ตุง,swell,[sound:google-7d08cb98-e3d28ecd-952afd20-4aabd563-b6eee0b3.mp3],3294,1399818771265,
คู่สมรส,husband and wife; bride and groom,[sound:google-f20bafce-c7e9506f-2812ce2a-5bfd263a-d5e45fb2.mp3],3295,1399818771266,
สลัด,shake off; pirate,[sound:google-36dd244d-fe14e371-2e172363-ca18c0dd-19327d91.mp3],3296,1399818771267,
ชมรม,club; association,[sound:google-5ce66be6-2330ee7d-bec8c599-e6dc108e-3f7c89b0.mp3],3297,1399818771268,
หอบ,carry in arms; gasp,[sound:google-07a222b8-ae2f99a5-9dcc8445-035300ac-86f75a83.mp3],3298,1399818771269,
แวดล้อม,surround; enclose,[sound:google-da35b7cf-2dd471b0-d80df293-559e2ce5-23c51e42.mp3],3299,1399818771270,
ของดี,charm; amulet,[sound:google-cbbc49c3-99fbf001-4f83bbf2-cdae64a3-fb662464.mp3],3300,1399818771271,
พลเอก,General,[sound:google-602bd1bf-b839f20d-188d7e3e-a5dbcd22-906c1c00.mp3],3301,1399818771272,
รีด,iron; press,[sound:google-8345d203-61f2ed3c-6237a2ab-5a0e9584-e1d7bb8c.mp3],3302,1399818771273,
แง่มุม,part; aspect; angle,[sound:google-2952e617-9d379f69-a75130f1-4d2a2c9b-1660d200.mp3],3303,1399818771274,
ฉวย,snatch,[sound:google-97c25d67-7b773528-a5d3e40e-ec674da3-15f99e25.mp3],3304,1399818771275,
เตะ,kick,[sound:google-4f74b2d8-1ebe8629-1f831fee-770b23db-7cd68c38.mp3],3305,1399818771276,
จักรพรรดิ,emperor,[sound:google-89e4eed4-5a19ae75-41dc33bb-54ec76e7-4d2e28d6.mp3],3306,1399818771277,
นักแสดง,actor; player,[sound:google-5b21b36e-cb962f99-a794a467-4a37cb86-af9a0384.mp3],3307,1399818771278,
ปล่อยตัว,release; discharge,[sound:google-76ea373d-90689f38-6812c2f8-6bbd315e-1898b6cb.mp3],3308,1399818771279,
เจ้าแม่,goddess,[sound:google-7c425786-40ea62ae-d2aca24b-c6fdb631-197360bf.mp3],3309,1399818771280,
เลน,lane; mud,[sound:google-b4b88f6c-a91a1f69-1f6e61fd-eafc6e6b-04063221.mp3],3310,1399818771281,
โปรดเกล้า,be kind enough to,[sound:google-f7c6a191-9184a42c-47ad3a18-6eb58399-50586a66.mp3],3311,1399818771282,
ประจำตัว,personal; private,[sound:google-72dbe467-b9a29935-2252a0a1-d38bbebf-b9324af2.mp3],3312,1399818771283,
แย้ง,contradict; disagree,[sound:google-8c01733a-12c6ce9d-74eb9e96-50399380-f5f6720f.mp3],3313,1399818771284,
ฟาก,shore; bank,[sound:google-1f693fd8-4380c83e-d4688e08-9e46f5da-759a9461.mp3],3314,1399818771285,
โลหิต,blood,[sound:google-b07e92d3-671ae4f1-d6b2def0-7ab42d85-8bfdb447.mp3],3315,1399818771286,
สับ,chop; cut,[sound:google-35800851-eb0e2611-5841e4ca-735a4720-718321da.mp3],3316,1399818771287,
หมี,bear,[sound:google-074d2e80-b700dde3-d0250543-7301839e-3620eb30.mp3],3317,1399818771288,
